Unnamed: 0,Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",institution_info,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,University,NearParks
99,"Mao-Lin Ho, Yih-Shou Hsieh, Jia-Yuh Chen, Kuo-Shuen Chen, Jia-Jing Chen, Wu-Hsien Kuo, Shu-Jiuan Lin, and Pei-Ni Chen",Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo,"Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920",10.1155/2011/507920,01/01/11,,,1.0,,Two sets of rotated microscopy images,1,11/11/15,,1.0,,1,"['Institute of Medicine, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Department of Biochemistry, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Clinical Laboratory, Chung Shan Medical University Hospital, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Institute of Medicine, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Institute of Medicine, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Department of Internal Medicine, Chung Shan Medical University Hospital, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Institute of Biochemistry and Biotechnology, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Division of Gastroenterology, Department of Internal Medicine, Armed-Force Taichung General Hospital, Taichung 411, Taiwan', 'General Education Center, Central Taiwan University of Science and Technology, No. 11 Pu-tzu Lane, Pu-tzu Road, Taichung 406, Taiwan', 'Department of Pathology, Taichung Veterans General Hospital, Taichung 407, Taiwan', 'Clinical Laboratory, Chung Shan Medical University Hospital, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan', 'Institute of Biochemistry and Biotechnology, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan']","[' Pu-tzu Road', "" 'General Education Center"", ' Taichung 406', "" Taiwan'"", ' No. 110', ' No. 11 Pu-tzu Lane', ' Taichung 407', ' Taichung 411', ' Taichung 402', ' Jianguo N. Road']","(24.77916, 112.38158)",[],34.34%,False,chung shan medical university,False
100,"Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, and Shun-Fa Yang",Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-_B and AP-1 Activity,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292",10.1155/2012/595292,01/01/12,,,1.0,,overlapping microscopy images,1,11/15/15,,1.0,,1,"['School of Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Department of Emergency Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Department of Emergency Medicine, Chung Shan Medical University Hospital, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'School of Medical Laboratory and Biotechnology, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Institute of Biochemistry and Biotechnology, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Wan Fang Hospital, Taipei Medical University, Taipei, Taiwan', 'Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan', 'School of Pharmacy, Taipei Medical University, Taipei, Taiwan', 'School of Medical Laboratory and Biotechnology, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Institute of Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan', 'Department of Medical Research, Chung Shan Medical University Hospital, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan']","["" Taiwan'"", ' Taipei', ' Taichung 402', ' 110 Chien-Kuo N. Road']","(25.0478, 121.5319)",['taipei'],34.34%,False,chung shan medical university,False
101,"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu","Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways","Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415",10.1155/2012/378415,01/01/12,,1.0,,,Duplicated 0h microscopy images,1,12/02/12,,1.0,,1,"['School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'Department of Pharmacy, Da Chien General Hospital, Miaoli 36052, Taiwan', 'Department of Life Science, National Chung Hsing University, 250 Kuo Kuang Road, Taichung 402, Taiwan', 'Department of Life Science, National Chung Hsing University, 250 Kuo Kuang Road, Taichung 402, Taiwan', 'National Institute of Cancer Research, National Health Research Institutes, 35 Keyan Road, Zhunan, Miaoli 350, Taiwan', 'School of Chinese Pharmaceutical Sciences and Chinese Medicine Resources, China Medical University, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan']","["" Taiwan'"", ' 35 Keyan Road', ' Taichung 402', ' 250 Kuo Kuang Road', ' Zhunan', ' Miaoli 36052', ' Taichung 404', ' 91 Hsueh-Shih Road', ' Miaoli 350']","(24.1631651, 120.6746691)",[],33.51%,False,china medical university,False
102,"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,01/01/12,,1.0,,,Duplicated microscopy panels,1,01/06/16,,1.0,,1,"['School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Institute of Medicine, Chung Shan Medical University, Taichung 402, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'School of Medical Laboratory and Biotechnology, Chung Shan Medical University, Taichung 40201, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Department of Pathology, Changhua Christian Hospital, Changhua 50006, Taiwan', 'Department of Pathology, Changhua Christian Hospital, Changhua 50006, Taiwan', 'Institute of Medicine, Chung Shan Medical University, Taichung 402, Taiwan', 'Department of Medical Research, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Institute of Oral Sciences, Chung Shan Medical University, Taichung 40201, Taiwan']","["" Taiwan'"", ' Taichung 402', ' Changhua 50006', ' Taichung 40201']","(23.69781, 120.960515)",[],34.34%,False,chung shan medical university,False
103,"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906",10.1155/2013/594906,01/01/13,,,1.0,,shifted GAPDH panels,1,12/10/15,,1.0,,1,"['Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Department of Physical Therapy, Hung Kuang University, Taichung 43302, Taiwan', 'Department of Medicine, National Defense Medical Center, Taipei 114, Taiwan', 'Tri-Service General Hospital, National Defense Medical Center, Taipei 114, Taiwan', 'Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Graduate Institute of Pharmaceutical Science and Technology, Central Taiwan University of Science and Technology, Taichung 40601, Taiwan', 'Department of Medical Imaging and Radiological Sciences, Central Taiwan University of Science and Technology, Taichung 40601, Taiwan']","[' Taichung 40705', "" Taiwan'"", ' Taipei 114', ' Taichung 40601', ' Taichung 43302']","(23.69781, 120.960515)",[],34.88%,False,central taiwan university of science and technology,False
104,"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245",10.1155/2013/467245,01/01/13,1.0,,1.0,,Multiple cases of shifted or rotated blot panels,1,09/03/14,,1.0,,1,"['Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea', 'Department of Clinical Laboratory, Shenzhen Shajing Affiliated Hospital of Guangzhou Medical University, Shenzhen 518-104, China', 'Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea']","["" Republic of Korea'"", ' Shenzhen 518-104', ' Gimhae 621-749', "" China'"", ' Dongguan 523-808']","(27.3336, 128.5736)",['china'],33.81%,False,guangdong medical college,False
105,"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam",Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081",10.1155/2013/938081,01/01/13,,,,1,Same band seen twice in one blot strip,1,06/21/16,,1.0,,1,"['Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Medical Technology Division, Malaysian Nuclear Agency, Bangi, 43000 Kajang, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia']","[' Bangi', ' 42300 Bandar Puncak Alam', ' Puncak Alam Campus', ' Universiti Teknologi MARA', ' 43000 Kajang', ' Malaysian Nuclear Agency', ' Selangor', "" Malaysia'""]","(3.2284177, 101.4282369)",[],,,,
106,"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857",10.1155/2014/640857,01/01/14,,,,1,Possibly manipulated FACS images,1,11/09/15,,1.0,,1,"['Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'State Key Laboratory of Reproductive Medicine, Clinical Center of Reproductive Medicine, First Affiliated Hospital, Nanjing Medical University, Nanjing 210029, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'State Key Laboratory of Reproductive Medicine, Clinical Center of Reproductive Medicine, First Affiliated Hospital, Nanjing Medical University, Nanjing 210029, China']","[' Clinical Center of Reproductive Medicine', ' Nanjing 210029', ' No. 138 Xianlin Road', ' Jiangsu 210023', "" China'"", ' Nanjing']","(32.05, 118.7667)","['nanjing', 'china']",32.03%,False,nanjing medical university,False
107,"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340",10.1155/2014/989340,01/01/14,,,1.0,,overlapping microscopy images,1,11/11/15,,1.0,,1,"['Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China']","["" China'"", ' Beijing 100730']","(27.3336, 128.5736)",['china'],33.48%,False,peking union medical college hospital (pumch),False
108,"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,"Int. J. Cancer: 133, 247–252 (2013)",10.1002/ijc.27989,01/01/13,,1.0,,,Duplicated control blot panel,1,08/07/15,,1.0,,1,"['Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada']",[],"(45.4968796, -73.6296469)","['F9WC+Q4 Montreal, QC, Canada']",33.23%,False,department of oncology; faculty of medicine; mcgill university; lady davis institute-segal cancer center from the jewish general hospital; montreal; quebec; canada,False
109,"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu",RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis,"Int. J. Cancer: 133, 275–286 (2013) ",10.1002/ijc.28032,01/01/13,,,1.0,,Overlapping microscopy images,1,07/01/15,,1.0,,1,"['Department of Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Genetics; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Molecular Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Gynecologic Pathology; School of Medicine; The Johns Hopkins University; Baltimore; MD', 'Department of Gynecological Oncology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Gynecological Oncology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX']",[],"(39.3299013, -76.6205177)","['89HH+XQ Baltimore, MD']",33.36%,False,department of molecular pathology; the university of texas md anderson cancer center; houston; tx,True
