Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",Lab Size,Publication Rate,Other Journals Published In,1st Author Affiliation University,1st Author Duration of career,1st Author Highest Degree,1st Author Degree Area,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,NearParks,Insititution,Rank,Overall Score,Academic Reputation Score,Citations per Faculty,Faculty Student Ratio,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
"Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao","Essential roles of PI(3)K–p110b in cell growth, metabolism and tumorigenesis","Nature, Vol 454, 7 August 2008, page 776",10.1038/nature07091,01/01/08,,,1,,Overlapping microscopy images,1,05/12/16,,1,,1,[],"[nan, 0.75, 0.13, nan, 0.16, 0.12, 0.19, 0.16, 0.15]","[{'European Journal of Physics', 'arXiv preprint arXiv:1806.00308', 'arXiv preprint arXiv:2107.02163'}, {'Ecology letters', 'Journal of Glaciology'}, {'Pattern recognition', 'IEEE Transactions on Neural Networks and Learning Systems', 'IEEE Transactions on Image Processing', '2012 IEEE Conference on Computer Vision and Pattern Recognition'}, {'2007 Winter Simulation Conference', 'Proceedings of the 2010 Winter Simulation Conference', 'Proceedings of the 2011 Winter Simulation Conference (WSC)'}, {'Progress in neurobiology', 'Parkinsonism & related disorders', 'Cancer science', 'Neurology'}, {'The American Journal of Dermatopathology', 'Journal of Biological Chemistry', 'Cell metabolism', 'Molecular Cancer Research', 'Clinical Genitourinary Cancer'}, {'Clinical Cancer Research', 'EuPA Open Proteomics', 'The American journal of pathology', 'European journal of cancer', 'Clinical Genitourinary Cancer'}, {'International Journal of Middle East Studies'}]","Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, Massachusetts 02115, USA.",,,,"[' Massachusetts 02115', ' USA.']","(42.3188, -71.0846)",['boston'],,,,Dana-Farber Cancer Institute,,,,,,1.3,-2.2,4.4,4.6,30,188,16.6,,1012.3,
"Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong",Identification of the pollen self-incompatibility determinant in Papaver rhoeas,"Nature, Vol 459|18 June 2009",10.1038/nature08027,01/01/09,,,,1,Duplicated area within the same blot,1,03/03/16,,1,,1,"[nan, nan, nan, nan]","[nan, nan, nan, nan, 0.33, nan, nan, 0.03, 0.11]","[{'Annals of internal medicine'}, {'Nature', 'Genome', 'Cell host & microbe'}, {'XXVII th EUCARPIA SYMPOSIUM ON IMPROVEMENT OF FODDER CROPS AND AMENITY GRASSES'}]","School of Biosciences, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK.",,PhD,,"[' Birmingham B15 2TT', ' UK.']","(52.4532817, -1.9278902)",[],33.43%,FALSE,FALSE,University of Birmingham,91,91.6,65.5,47.4,51.9,,,,,,,,,,
"Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others",A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma,"Nature, 2011 Oct 19;480(7375):94-8",10.1038/nature10539,01/01/11,,,1,,Overlapping microscopy images,1,03/03/16,,1,,1,"[nan, nan, nan, nan]","[nan, 0.5, nan, 0.45, nan, nan, nan, 0.07]","[{'BMj', 'European Journal of Public Health'}, {'Experimental dermatology', 'PIGMENT CELL & MELANOMA RESEARCH'}]","1] INSERM, U895 (équipe 1), Equipe labélisée Ligue Contre le Cancer, C3M, 06204 Nice, France [2] Université of Nice Sophia-Antipolis, UFR Médecine, 06204 Nice, France [3] Centre Hospitalier Universitaire de Nice, Service de Dermatologie, 06204 Nice, France [4].",,PhD,Cancer Genetics,"[' 06204 Nice', ' France [4].']","(43.695887, 7.2455175)","['M6WW+96 Nice, France']",,,,Universite of Nice Sophia-Antipolis,,,,,,8.5,5.4,11.3,0,,332,12.5,,1018.4,
"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",D14–SCFD3-dependent degradation of D53 regulates strigolactone signalling,"Nature, Vol 504, 19/26 DECEMBER 2013",10.1038/nature12878,01/01/13,,,,1,"Duplicated microscopy, possible duplicated lanes in same blot",1,04/21/16,,1,,1,[],"[1.0, nan, nan, nan, 0.29, 0.42, nan, 0.33, 0.5, 0.83, 0.19, 0.15, 0.56, 0.31, nan, 0.24, 0.45, 0.38, 0.71, nan, 0.26, nan, 0.29, 0.09, 0.36, 0.19, nan, nan, nan, 0.24, 0.17, 0.16]","[{'IEEE journal of biomedical and health informatics', 'The Journal of Physical Chemistry C'}, {'IEEE Transactions on Signal Processing', 'Land'}, {'Geotechnical and Geological Engineering', 'Tunnelling and Underground Space Technology', 'Journal of Central South University'}, {'Communications Biology', 'bioRxiv', 'The FASEB Journal'}, {'Water research', 'medRxiv'}, {'Proceedings of the 2nd acm international conference on multimedia retrieval', 'Proceedings of the 2007 ACM SIGMETRICS international conference on Measurement and modeling of computer systems', '2009 IEEE conference on computer vision and pattern recognition', 'High-dimensional similarity search for large datasets'}, {'CA: a cancer journal for clinicians'}, {'The Journal of the Acoustical Society of America', 'Journal of Applied Physics', 'Physical Review Applied'}, {'ChemSusChem: Chemistry & Sustainability Energy & Materials', 'Angewandte Chemie International Edition', 'Nanoscale'}, {'Advanced Material and Processing'}, {'Plant biotechnology journal', 'Nature', 'Molecular Breeding', 'Plant Signaling & Behavior', 'Alternative Therapies in Health and Medicine'}, {'Industrial & Engineering Chemistry Research', '材料导报', 'Nano Materials Science'}, {'無機化學學報', 'Electrochemistry Communications'}, {'African Journal of Business Management', '2017 3rd International Conference on Information Management (ICIM)', 'Journal of Management & Organization', 'Journal of Research in Interactive Marketing', 'Journal of Business Research'}, {'Cell reports', 'Oncology', 'Nature communications'}, {'Stroke'}, {'Journal of Chinese Mass Spectrometry Society', 'Journal of Genetics and Genomics'}, {'Rice genomics, genetics and breeding', 'Journal of Pesticide Science', 'Acta Crystallographica Section F: Structural Biology Communications', 'Biochimica et Biophysica Acta (BBA)-Proteins and Proteomics', 'Bioscience, Biotechnology, and Biochemistry'}, {'The Journal of Organic Chemistry', 'British journal of experimental pathology'}, {'Academy of Management Proceedings'}, {'Ophthalmology', 'Medical Journal of Australia', 'Critical reviews in environmental science and technology'}, {'Scientific reports', 'MRS Online Proceedings Library (OPL)', 'IEEE transactions on applied superconductivity'}, {'Social Science Quarterly'}, {'Interactive Learning Environments'}]","1] National Key Laboratory for Crop Genetics and Germplasm Enhancement, Jiangsu Plant Gene Engineering Research Center, Nanjing Agricultural University, Nanjing 210095, China [2] National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",,Ph.D.,Molecular Biology,"[' Beijing 100081', ' China.']","(32.0362699, 118.84028)",[],34.00%,FALSE,FALSE,Nanjing Agricultural University,,78.1,71.5,90.1,,3.1,-3.1,10.7,,,,7.7,,,
"S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu",Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin,"Oncogene (2014) 33, 2295–2306",10.1038/onc.2013.184,01/01/13,,,1,,"Overlapping microscopy images, multiple cases",1,10/16/15,,1,,1,"[nan, 37.0, 50.0, nan]","[nan, 0.2, 0.1, 0.29]","[{'Grid Computing and Distributed Systems Lab, University of Melbourne, Australlia', 'Journal of Parallel and Distributed Computing'}, {'Journal of chronic diseases'}, {'Using System Structure and Semantics for Validating and Optimizing Performance of Multi-tier Storage Systems', 'Proceedings of the 2nd conference on I/O virtualization', ""22nd International Conference on Data Engineering (ICDE'06)"", 'Automated Provisioning of Backend Databases in Shared Dynamic Content Server Clusters'}]","Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research, National Center for Cell Science, Pune, India.",,PhD,Cancer Biology,"[' Pune', ' India.']","(18.5196, 73.8553)",['pune'],,,,National Center for Cell Science,,,,,,24.5,,32.6,,,,,,,
"CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan",The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation,"Oncogene (2013) 32, 1691–1701",10.1038/onc.2012.182,01/01/12,,1,,,Duplicated blot,1,11/24/16,,1,,1,"[50.0, nan, nan, nan]","[nan, 0.04, 0.19, 0.07, 0.13, 0.1, 0.08, 0.28, 0.31, 0.11, 0.24, 0.56]","[{'British HIV Association (BHIVA)', 'Front Biosci', 'International Education Studies'}, {'Human Reproduction', 'Biochemical pharmacology', 'GASTROENTEROLOGY', 'HUMAN REPRODUCTION'}, {'Journal of clinical epidemiology', 'The Journal of rheumatology'}, {'CERN Document Server Software: the integrated digital library', 'Science China Physics, Mechanics and Astronomy', 'Aizheng'}, {'Cancer research', 'The Journal of pathology', 'The American journal of surgical pathology'}, {'Progress in Aerospace Sciences', 'Systematic reviews'}, {'NEURO-ONCOLOGY', 'LABORATORY INVESTIGATION', 'CPT: pharmacometrics & systems pharmacology', 'International Journal of Psychophysiology'}, {'Clinical Advances in Periodontics', 'Indian Journal of Dental Research', 'Trends in neurosciences', 'Int J Laser Dent', 'Journal of Evidence Based Dental Practice'}, {'Journal of Neuropathology & Experimental Neurology', 'Journal of the American Psychoanalytic Association', 'Human molecular genetics', 'The Journal of clinical investigation'}, {'Marine Pollution Bulletin', 'Marine pollution bulletin'}, {'JoVE (Journal of Visualized Experiments)', 'PLoS One'}]",[],,,Wastewater Treatment,[''],(),[],,,,NAN,,,,,,,,,,,,,,,
"CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang",Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma,"Oncogene (2014) 33, 2577–2588",10.1038/onc.2013.237,01/01/13,,,,1,Duplicated bands within same blot panel,1,11/17/16,,1,,1,"[50.0, 50.0, nan, 50.0]","[nan, 0.17, 0.83, 0.12, 0.15, 0.1, 0.1]","[{'Progress in Aerospace Sciences', 'Systematic reviews'}, {'Digestive and Liver Disease', 'Seminars in pediatric surgery', 'Higher education in America'}, {'arXiv preprint arXiv:2106.03719', 'arXiv preprint arXiv:1905.04957', 'Generative Adversarial Networks for Content Creation'}, {'Photorefractive Fiber and Crystal Devices: Materials, Optical Properties, and Applications X', 'IEEE Transactions on Electron Devices'}, {'Microbiological reviews', 'Blood, The Journal of the American Society of Hematology'}, {'Journal of the Chemical Society, Chemical Communications', 'Cancer Research', 'Nature communications', 'Melanoma research', 'JAMA'}, {'Progress in organic coatings', 'European Journal of Orthopaedic Surgery & Traumatology'}]","1] Priority Research Centre for Cancer Research, University of Newcastle, Callaghan, NSW, Australia [2] School of Medicine and Public Health, University of Newcastle, Callaghan, NSW, Australia.",,PhD,,"[' NSW', ' Australia.']","(-31.2532183, 146.921099)",[],34.01%,FALSE,FALSE,The University of Newcastle,197,44.6,30.8,80.6,32.9,,,,,,,,,,
"Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan","STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer","Oncogene (2014), 1–13",10.1038/onc.2014.404,01/01/14,,,1,,Overlapping microscopy images,1,11/17/16,,1,,1,"[nan, nan, nan, nan]","[nan, 0.18, 0.14, 0.14, 0.02, 0.14, 0.17, 0.06, 0.06, 0.24]","[{'Nutritional epidemiology', 'DIETARY MAGNESIUM: NEW RESEARCH', 'Annals of internal medicine', 'The American journal of clinical nutrition'}, {'2011 International Conference on Emerging Intelligent Data and Web Technologies'}, {'Resources, Conservation and Recycling', 'Water Science and Technology'}, {'Journal of Controlled Release', 'Journal of drug targeting', 'Journal of Biomaterials Science, Polymer Edition', 'Pharmaceutical research'}, {'Scientific reports', 'World Journal of Gastroenterology: WJG', 'Diseases of the Colon & Rectum', 'International Journal of Obesity'}, {'2012 42nd European Microwave Conference'}, {'IEEE Network'}, {'Autophagy', 'Structural studies of exchangeable apolipoproteins', 'Cancer research', 'Cureus Journal of Medical Science'}]","State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases, The Fourth Military Medical University, Xi'an, Shaanxi, People's Republic of China.",,,,"[' Shaanxi', "" People's Republic of China.""]","(34.2648599, 108.95424)",[],33.07%,FALSE,FALSE,The Fourth Military Medical University,,,,,,0.9,-2.1,11.7,,,278,5.9,,,
"T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung",MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy,"Oncogene (2015) 34, 826–837",10.1038/onc.2014.22,01/01/14,,,1,,Overlapping microscopy images,1,02/09/17,,1,,1,"[nan, nan, nan, nan]","[nan, 0.16, 0.5, 0.19, 0.16, 0.24, 0.21, 0.18, nan]","[{'Cell metabolism', 'The Accounting Review'}, {'Antioxidants & redox signaling', 'Nature communications'}, {'Physics Letters B'}, {'Water Research'}, {'Nutrition research reviews', 'Nature Reviews Microbiology'}, {'in IBM Research Report', 'Proceedings of the 4th international conference on Intelligent user interfaces', 'International Conference on Service-Oriented Computing'}, {'2009 International Workshop on Chaos-Fractals Theories and Applications', 'Pattern Recognition Letters'}]","1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology, National Cheng-Kung University, Tainan, Taiwan [2] Center for Infection Disease and Signal Transduction, National Cheng-Kung University, Tainan, Taiwan.",,PhD,Neural Regenerative Medicine,"[' Tainan', ' Taiwan.']","(22.9833, 120.1833)",['tainan'],35.93%,FALSE,FALSE,National Cheng Kung University,252,38.4,43.9,25.2,39.4,,,,,,,,,,
"Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, François Schweisguth, and Eric Rubinstein 1",TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals,J. Cell Biol. Vol. 199 No. 3 481–496,10.1083/jcb.201201133,01/01/12,,,,1,Manipulated FACS plots,1,05/23/16,,1,,1,[],"[nan, nan, nan, 0.42, nan, nan, nan]","[{'Autophagy', 'Nature immunology'}]","['Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France']",,PhD,Biochemistry,"[' F-94807 Villejuif', ' F-75015 Paris', ' et URA 2582', ' et Unité de Signalisation Moléculaire et Activation Cellulaire', ' U1004', "" 'Université Paris-Sud"", "" France'"", "" 'URA 2578"", "" 'Département de Biologie du Développement""]","(46.227638, 2.213749)",[],,,,Universite Paris-Sud,,,,,,,,,,,,,,,
"HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI",Distinct expression of C4.4A in colorectal cancer detected by different antibodies,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013",10.3892/ijo.2012.1714,01/01/12,,1,,,Duplicated blot,1,09/16/16,,1,,1,"[50.0, 50.0, nan, nan]","[nan, nan, nan, nan, nan, 0.38, nan, 0.14]","[{'2007 年', '探索研究とサイエンス-医薬イノベーションの科学的源泉とその経済効果に関する調査 (1)-'}, {'Annals of Gastroenterological Surgery', '耳鼻咽喉科臨床', 'World Journal of Gastroenterology: WJG'}]","Department of Surgery, Gastroenterological Surgery, Osaka University, Suita, Osaka, Japan. hyamamoto@gesurg.med.osaka-u.ac.jp",,,,"[' Osaka', ' Japan. hyamamoto@gesurg.med.osaka-u.ac.jp']","(34.7593593, 135.5164769)",[],33.51%,FALSE,FALSE,Osaka University,75,7.7,80.6,43.4,79.1,8.2,2.4,11.5,0,,,,,,
"BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG",Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.3892/ijo.2012.1617,01/01/12,,1,,,Duplicated blot panel,1,09/28/16,,1,,1,"[nan, nan, nan, nan]","[nan, 1.0, nan, 0.24, 0.1, nan]","[{'Biophysical Journal', 'Acta Mechanica Sinica'}, {'Biochemical and biophysical research communications'}]","Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University, School of Medicine, Shanghai 200092, P.R. China.",,,Structural Engineering,"[' Shanghai 200092', ' P.R. China.']","(31.2751999, 121.513)",[],33.83%,FALSE,FALSE,Shanghai Jiao Tong University,50,75.6,83.4,95.6,55.2,4.9,2,8,0,,,14.9,,,
"EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK",Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012",10.3892/ijo.2012.1470,01/01/12,,,,1,"Duplicated, mirrored bands within same panels",1,03/07/17,,1,,1,"[nan, nan, 50.0, nan]","[nan, nan, nan, nan, nan, 0.24, 0.38, 0.25, 0.83, nan, nan, nan]","[{'Journal of Korean Breast Cancer Society', 'Korean Journal of Radiology', 'Clinical Breast Cancer', 'Journal of the Korean Radiological Society'}, {'Review of KIISC', 'IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences', 'Cryptology ePrint Archive', 'Journal of the Korea Institute of Information Security & Cryptology'}, {'ACS applied materials & interfaces', 'Applied Physics Letters'}, {'Biomaterials', 'Biomaterials research', 'Pharmaceutics', 'Acta Biomaterialia'}]","Department of Internal Medicine, Korea University College of Medicine, Seoul, Republic of Korea.",,PhD,Therapeutics,"[' Seoul', ' Republic of Korea.']","(37.56, 126.99)",['seoul'],34.30%,FALSE,FALSE,Korea University,74,4.3,77.6,30.6,89.5,-4.6,-8,0.4,,,339,12.1,,,
"YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI",Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats,"INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012",10.3892/ijo.2012.1343,01/01/12,,1,,,Duplicated microscopy images,1,06/15/16,,1,,1,"[nan, nan, nan, nan]","[nan, 0.29, nan, nan, nan, nan]",[],"Second Department of Internal Medicine, Tottori University School                     of Medicine, Tottori 683-8504, Japan.",,,,"[' Tottori 683-8504', ' Japan.']","(36.204824, 138.252924)",[],35.35%,FALSE,FALSE,Tottori University,,,5.2,5.8,37.3,0.4,-6.5,5.7,0,,,,,,
